"Chromosome","Gene","E.coli_85","E.coli_86","B.subtillis_94","B.subtillis_95"
"chrV_pilon","g17643",13,20,11,33
"chrV_pilon","g17644",0,4,4,1
"chrV_pilon","g17645",26,34,29,50
"chrV_pilon","g17646",11,3,9,10
"chrV_pilon","g17647",3,6,4,9
"chrV_pilon","g17648",0,0,0,0
"chrV_pilon","g17649",0,0,0,0
"chrV_pilon","g17650",11,6,13,6
"chrV_pilon","g17651",0,0,0,0
"chrV_pilon","g17652",0,0,0,0
"chrV_pilon","g17653",1,0,1,1
"chrV_pilon","g17654",0,0,0,0
"chrV_pilon","g17655",0,0,0,0
"chrV_pilon","g17656",0,0,0,0
"chrV_pilon","g17657",0,0,0,0
"chrV_pilon","g17658",0,0,0,0
"chrV_pilon","g17659",0,0,0,0
"chrV_pilon","g17660",0,0,0,0
"chrV_pilon","g17661",0,0,0,0
"chrV_pilon","g17662",1,1,3,2
"chrV_pilon","g17663",0,0,0,0
"chrV_pilon","g17664",24,16,9,14
"chrV_pilon","g17665",1,6,2,6
"chrV_pilon","g17666",0,1,0,2
"chrV_pilon","g17667",2,0,0,0
"chrV_pilon","g17668",6,7,3,1
"chrV_pilon","g17669",0,0,1,0
"chrV_pilon","g17670",0,0,0,0
"chrV_pilon","g17671",0,0,0,0
"chrV_pilon","g17672",0,0,0,0
"chrV_pilon","g17673",0,0,0,0
"chrV_pilon","g17674",0,0,0,0
"chrV_pilon","g17675",0,0,0,0
"chrV_pilon","g17676",1,10,13,11
"chrV_pilon","g17677",0,0,0,0
"chrV_pilon","g17678",0,0,0,0
"chrV_pilon","g17679",0,0,0,0
"chrV_pilon","g17680",0,1,0,0
"chrV_pilon","g17681",0,0,0,0
"chrV_pilon","g17682",0,0,0,0
"chrV_pilon","g17683",0,0,0,0
"chrV_pilon","g17684",0,0,0,0
"chrV_pilon","g17685",0,0,0,0
"chrV_pilon","g17686",0,0,0,0
"chrV_pilon","g17687",0,0,0,0
"chrV_pilon","g17688",4,1,2,3
"chrV_pilon","g17689",1,3,2,8
"chrV_pilon","g17690",0,1,0,0
"chrV_pilon","g17691",0,0,1,0
"chrV_pilon","g17692",0,0,0,0
"chrV_pilon","g17693",0,0,0,0
"chrV_pilon","g17694",0,0,0,0
"chrV_pilon","g17695",0,0,1,0
"chrV_pilon","g17696",0,0,0,0
"chrV_pilon","g17697",0,0,0,0
"chrV_pilon","g17698",0,1,0,0
"chrV_pilon","g17699",0,0,0,0
"chrV_pilon","g17700",0,0,0,0
"chrV_pilon","g17701",0,0,0,0
"chrV_pilon","g17702",0,0,0,0
"chrV_pilon","g17703",0,0,0,0
"chrV_pilon","g17704",0,0,0,0
"chrV_pilon","g17705",26,18,29,27
"chrV_pilon","g17706",37,51,43,43
"chrV_pilon","g17707",1,3,1,1
"chrV_pilon","g17708",0,0,0,0
"chrV_pilon","g17709",0,0,0,0
"chrV_pilon","g17710",0,0,0,0
"chrV_pilon","g17711",0,0,0,0
"chrV_pilon","g17712",0,0,0,0
"chrV_pilon","g17713",51,22,33,28
"chrV_pilon","g17714",16,16,10,49
"chrV_pilon","g17715",0,0,0,0
"chrV_pilon","g17716",9,14,3,13
"chrV_pilon","g17717",55,41,35,32
"chrV_pilon","g17718",0,0,0,0
"chrV_pilon","g17719",144,182,122,157
"chrV_pilon","g17720",2,0,1,0
"chrV_pilon","g17721",159,173,127,123
"chrV_pilon","g17722",44,47,59,52
"chrV_pilon","g17723",14,29,12,23
"chrV_pilon","g17724",2,1,0,0
"chrV_pilon","g17725",8,10,15,8
"chrV_pilon","g17726",93,80,25,31
"chrV_pilon","g17727",65,70,45,138
"chrV_pilon","g17728",35,28,45,53
"chrV_pilon","g17729",0,1,0,2
"chrV_pilon","g17730",2,8,6,3
"chrV_pilon","g17731",9,10,8,0
"chrV_pilon","g17732",1516,283,692,323
"chrV_pilon","g17733",1,1,1,3
"chrV_pilon","g17734",0,1,2,0
"chrV_pilon","g17735",6,11,22,15
"chrV_pilon","g17736",308,302,175,189
"chrV_pilon","g17737",2,5,5,3
"chrV_pilon","g17738",0,0,1,0
"chrV_pilon","g17739",0,0,0,0
"chrV_pilon","g17740",11,10,10,11
"chrV_pilon","g17741",217,229,134,178
"chrV_pilon","g17742",0,0,0,0
"chrV_pilon","g17743",3,3,1,2
"chrV_pilon","g17744",0,0,0,0
"chrV_pilon","g17745",0,0,0,0
"chrV_pilon","g17746",0,0,0,0
"chrV_pilon","g17747",0,0,0,0
"chrV_pilon","g17748",0,0,0,0
"chrV_pilon","g17749",0,0,1,1
"chrV_pilon","g17750",0,3,0,0
"chrV_pilon","g17751",0,0,0,0
"chrV_pilon","g17752",0,0,0,0
"chrV_pilon","g17753",0,0,0,0
"chrV_pilon","g17754",0,0,0,0
"chrV_pilon","g17755",1,0,0,1
"chrV_pilon","g17756",2,0,0,2
"chrV_pilon","g17757",0,0,0,0
"chrV_pilon","g17758",0,0,0,0
"chrV_pilon","g17759",1,1,0,0
"chrV_pilon","g17760",0,0,0,0
"chrV_pilon","g17761",0,0,0,0
"chrV_pilon","g17762",0,0,0,0
"chrV_pilon","g17763",0,0,0,0
"chrV_pilon","g17764",0,0,0,0
"chrV_pilon","g17765",0,0,0,0
"chrV_pilon","g17766",0,0,0,0
"chrV_pilon","g17767",0,0,0,0
"chrV_pilon","g17768",5,11,24,26
"chrV_pilon","g17769",0,3,3,6
"chrV_pilon","g17770",0,2,2,0
"chrV_pilon","g17771",1,3,2,2
"chrV_pilon","g17772",1,3,2,8
"chrV_pilon","g17773",0,0,0,0
"chrV_pilon","g17774",0,0,0,0
"chrV_pilon","g17775",2,8,2,8
"chrV_pilon","g17776",0,1,0,0
"chrV_pilon","g17777",0,0,0,0
"chrV_pilon","g17778",0,2,1,1
"chrV_pilon","g17779",0,0,0,0
"chrV_pilon","g17780",22,21,20,19
"chrV_pilon","g17781",386,422,228,286
"chrV_pilon","g17782",256,211,179,196
"chrV_pilon","g17783",20,10,7,12
"chrV_pilon","g17784",507,495,386,412
"chrV_pilon","g17785",19,17,19,20
"chrV_pilon","g17786",2,3,2,3
"chrV_pilon","g17787",11,27,11,30
"chrV_pilon","g17788",12,21,5,12
"chrV_pilon","g17789",0,0,0,0
"chrV_pilon","g17790",0,2,0,1
"chrV_pilon","g17791",26,27,13,22
"chrV_pilon","g17792",27,25,21,27
"chrV_pilon","g17793",117,85,85,103
"chrV_pilon","g17794",198,229,151,176
"chrV_pilon","g17795",14,6,3,6
"chrV_pilon","g17796",32,38,20,29
"chrV_pilon","g17797",271,321,132,147
"chrV_pilon","g17798",38,62,28,47
"chrV_pilon","g17799",212,267,111,150
"chrV_pilon","g17800",243,262,164,174
"chrV_pilon","g17801",249,217,137,170
"chrV_pilon","g17802",197,212,136,152
"chrV_pilon","g17803",1,0,0,0
"chrV_pilon","g17804",2,0,0,0
"chrV_pilon","g17805",0,1,1,0
"chrV_pilon","g17806",0,0,1,0
"chrV_pilon","g17807",4,6,7,2
"chrV_pilon","g17808",8,2,27,23
"chrV_pilon","g17809",0,1,0,1
"chrV_pilon","g17810",0,0,0,1
"chrV_pilon","g17811",5,4,25,12
"chrV_pilon","g17812",3367,2603,6542,5458
"chrV_pilon","g17813",25,14,12,9
"chrV_pilon","g17814",0,1,0,1
"chrV_pilon","g17815",28,33,28,19
"chrV_pilon","g17816",10,11,3,10
"chrV_pilon","g17817",24,31,17,23
"chrV_pilon","g17818",44,66,27,38
"chrV_pilon","g17819",137,146,86,118
"chrV_pilon","g17820",100,103,50,78
"chrV_pilon","g17821",63,78,44,59
"chrV_pilon","g17822",23,31,15,15
"chrV_pilon","g17823",238,316,121,131
"chrV_pilon","g17824",2,1,0,0
"chrV_pilon","g17825",3,4,2,5
"chrV_pilon","g17826",2,4,3,2
"chrV_pilon","g17827",8,6,6,7
"chrV_pilon","g17828",11,12,12,11
"chrV_pilon","g17829",1,4,0,2
"chrV_pilon","g17830",51,78,43,41
"chrV_pilon","g17831",274,305,217,235
"chrV_pilon","g17832",1172,561,910,791
"chrV_pilon","g17833",8,6,3,7
"chrV_pilon","g17834",2,2,2,1
"chrV_pilon","g17835",3,1,1,1
"chrV_pilon","g17836",2,3,5,3
"chrV_pilon","g17837",0,0,0,0
"chrV_pilon","g17838",0,0,0,0
"chrV_pilon","g17839",0,0,1,1
"chrV_pilon","g17840",0,2,0,0
"chrV_pilon","g17841",4,5,2,7
"chrV_pilon","g17842",9,6,5,7
"chrV_pilon","g17843",0,2,2,4
"chrV_pilon","g17844",9,6,4,8
"chrV_pilon","g17845",9,3,2,6
"chrV_pilon","g17846",1,0,1,0
"chrV_pilon","g17847",5,3,1,7
"chrV_pilon","g17848",4,1,0,0
"chrV_pilon","g17849",0,0,0,0
"chrV_pilon","g17850",1,0,1,0
"chrV_pilon","g17851",6,1,2,2
"chrV_pilon","g17852",0,0,0,1
"chrV_pilon","g17853",9,3,3,1
"chrV_pilon","g17854",1,0,1,0
"chrV_pilon","g17855",5,9,1,4
"chrV_pilon","g17856",0,1,2,0
"chrV_pilon","g17857",0,0,0,1
"chrV_pilon","g17858",1,1,0,2
"chrV_pilon","g17859",5,4,2,8
"chrV_pilon","g17860",9,8,3,5
"chrV_pilon","g17861",11,6,6,18
"chrV_pilon","g17862",14,7,8,10
"chrV_pilon","g17863",12,6,8,6
"chrV_pilon","g17864",2,0,0,0
"chrV_pilon","g17865",6,5,3,6
"chrV_pilon","g17866",1,3,2,1
"chrV_pilon","g17867",0,0,1,1
"chrV_pilon","g17868",1,0,0,1
"chrV_pilon","g17869",1,0,0,2
"chrV_pilon","g17870",0,0,0,0
"chrV_pilon","g17871",0,0,0,1
"chrV_pilon","g17872",9,8,9,7
"chrV_pilon","g17873",45,36,35,45
"chrV_pilon","g17874",0,0,0,0
"chrV_pilon","g17875",1,0,1,1
"chrV_pilon","g17876",6,4,11,8
"chrV_pilon","g17877",0,0,0,1
"chrV_pilon","g17878",7,1,3,3
"chrV_pilon","g17879",0,0,0,0
"chrV_pilon","g17880",0,0,0,0
"chrV_pilon","g17881",0,2,5,11
"chrV_pilon","g17882",0,1,6,2
"chrV_pilon","g17883",0,0,1,2
"chrV_pilon","g17884",3,2,6,2
"chrV_pilon","g17885",12,10,17,39
"chrV_pilon","g17886",4,5,5,9
"chrV_pilon","g17887",0,0,0,0
"chrV_pilon","g17888",0,0,0,0
"chrV_pilon","g17889",1,0,0,1
"chrV_pilon","g17890",0,0,0,0
"chrV_pilon","g17891",1,0,1,0
"chrV_pilon","g17892",0,0,0,0
"chrV_pilon","g17893",0,0,0,0
"chrV_pilon","g17894",0,3,8,19
"chrV_pilon","g17895",0,1,0,4
"chrV_pilon","g17896",2,5,10,10
"chrV_pilon","g17897",54,50,58,107
"chrV_pilon","g17898",5,3,12,11
"chrV_pilon","g17899",1,1,1,2
"chrV_pilon","g17900",0,2,0,3
"chrV_pilon","g17901",0,0,0,3
"chrV_pilon","g17902",4,1,2,3
"chrV_pilon","g17903",0,0,0,0
"chrV_pilon","g17904",0,0,0,0
"chrV_pilon","g17905",3,3,3,5
"chrV_pilon","g17906",0,0,0,0
"chrV_pilon","g17907",8,10,9,7
"chrV_pilon","g17908",0,0,0,0
"chrV_pilon","g17909",0,1,0,1
"chrV_pilon","g17910",0,0,0,1
"chrV_pilon","g17911",1,0,0,0
"chrV_pilon","g17912",0,0,0,0
"chrV_pilon","g17913",8,19,7,63
"chrV_pilon","g17914",0,0,0,0
"chrV_pilon","g17915",0,4,0,2
"chrV_pilon","g17916",133,99,150,233
"chrV_pilon","g17917",105,74,97,75
"chrV_pilon","g17918",0,0,0,0
"chrV_pilon","g17919",0,5,1,2
"chrV_pilon","g17920",2,5,1,2
"chrV_pilon","g17921",9,7,10,19
"chrV_pilon","g17922",3,6,4,3
"chrV_pilon","g17923",6,2,6,7
"chrV_pilon","g17924",21,11,9,7
"chrV_pilon","g17925",44,57,40,84
"chrV_pilon","g17926",1,2,1,3
"chrV_pilon","g17927",0,0,0,0
"chrV_pilon","g17928",0,0,0,0
"chrV_pilon","g17929",0,0,0,0
"chrV_pilon","g17930",0,0,0,0
"chrV_pilon","g17931",17,46,12,19
"chrV_pilon","g17932",142,178,95,95
"chrV_pilon","g17933",81,104,42,69
"chrV_pilon","g17934",1,2,1,2
"chrV_pilon","g17935",0,0,1,0
"chrV_pilon","g17936",0,0,2,0
"chrV_pilon","g17937",604,579,448,494
"chrV_pilon","g17938",84,53,56,58
"chrV_pilon","g17939",190,249,144,188
"chrV_pilon","g17940",0,0,0,0
"chrV_pilon","g17941",0,0,0,0
"chrV_pilon","g17942",0,0,0,0
"chrV_pilon","g17943",0,0,0,0
"chrV_pilon","g17944",0,0,0,0
"chrV_pilon","g17945",0,0,0,0
"chrV_pilon","g17946",7,5,5,21
"chrV_pilon","g17947",0,0,0,0
"chrV_pilon","g17948",6,0,0,2
"chrV_pilon","g17949",27,12,12,8
"chrV_pilon","g17950",0,1,0,2
"chrV_pilon","g17951",22,14,12,15
"chrV_pilon","g17952",0,0,0,0
"chrV_pilon","g17953",0,0,0,0
"chrV_pilon","g17954",0,0,0,0
"chrV_pilon","g17955",49,26,23,15
"chrV_pilon","g17956",210,154,468,367
"chrV_pilon","g17957",1,2,0,1
"chrV_pilon","g17958",6,11,5,2
"chrV_pilon","g17959",2,0,2,2
"chrV_pilon","g17960",8,12,9,15
"chrV_pilon","g17961",10,12,10,9
"chrV_pilon","g17962",2,0,0,1
"chrV_pilon","g17963",0,0,0,0
"chrV_pilon","g17964",0,0,0,0
"chrV_pilon","g17965",0,0,2,3
"chrV_pilon","g17966",0,0,0,0
"chrV_pilon","g17967",0,0,0,0
"chrV_pilon","g17968",0,0,1,0
"chrV_pilon","g17969",10,4,2,6
"chrV_pilon","g17970",20,16,42,46
"chrV_pilon","g17971",0,0,0,0
"chrV_pilon","g17972",0,0,0,0
"chrV_pilon","g17973",0,0,0,0
"chrV_pilon","g17974",0,0,0,0
"chrV_pilon","g17975",7,1,5,0
"chrV_pilon","g17976",0,0,0,0
"chrV_pilon","g17977",0,0,0,0
"chrV_pilon","g17978",0,1,0,0
"chrV_pilon","g17979",2,5,1,1
"chrV_pilon","g17980",0,0,0,0
"chrV_pilon","g17981",0,0,0,0
"chrV_pilon","g17982",127,155,106,137
"chrV_pilon","g17983",0,0,4,2
"chrV_pilon","g17984",0,0,0,1
"chrV_pilon","g17985",271,331,129,167
"chrV_pilon","g17986",22,17,15,22
"chrV_pilon","g17987",128,135,101,105
"chrV_pilon","g17988",1,4,3,5
"chrV_pilon","g17989",26,11,23,29
"chrV_pilon","g17990",0,0,0,0
"chrV_pilon","g17991",60,84,46,64
"chrV_pilon","g17992",51,39,26,34
"chrV_pilon","g17993",3,1,1,0
"chrV_pilon","g17994",105,140,73,72
"chrV_pilon","g17995",216,219,124,159
"chrV_pilon","g17996",77,88,51,65
"chrV_pilon","g17997",157,145,151,125
"chrV_pilon","g17998",0,0,0,0
"chrV_pilon","g17999",0,1,0,5
"chrV_pilon","g18000",3,1,2,6
"chrV_pilon","g18001",0,0,1,5
"chrV_pilon","g18002",0,0,0,0
"chrV_pilon","g18003",0,0,0,0
"chrV_pilon","g18004",0,0,0,0
"chrV_pilon","g18005",0,0,0,0
"chrV_pilon","g18006",0,0,0,0
"chrV_pilon","g18007",0,1,0,1
"chrV_pilon","g18008",1,0,0,0
"chrV_pilon","g18009",1,0,2,3
"chrV_pilon","g18010",0,0,0,0
"chrV_pilon","g18011",0,0,0,0
"chrV_pilon","g18012",1,1,1,0
"chrV_pilon","g18013",197,182,168,307
"chrV_pilon","g18014",0,0,0,0
"chrV_pilon","g18015",13,18,6,7
"chrV_pilon","g18016",3,1,3,9
"chrV_pilon","g18017",2,2,1,5
"chrV_pilon","g18018",1,0,0,0
"chrV_pilon","g18019",0,0,0,0
"chrV_pilon","g18020",9,9,8,27
"chrV_pilon","g18021",199,230,114,141
"chrV_pilon","g18022",166,198,111,130
"chrV_pilon","g18023",777,765,635,706
"chrV_pilon","g18024",2,7,1,2
"chrV_pilon","g18025",110,62,93,110
"chrV_pilon","g18026",0,2,0,4
"chrV_pilon","g18027",3,3,0,4
"chrV_pilon","g18028",1,0,0,0
"chrV_pilon","g18029",0,1,3,6
"chrV_pilon","g18030",0,1,0,0
"chrV_pilon","g18031",4,8,9,11
"chrV_pilon","g18032",63,110,254,213
"chrV_pilon","g18033",0,0,0,0
"chrV_pilon","g18034",0,0,0,0
"chrV_pilon","g18035",0,1,0,1
"chrV_pilon","g18036",0,0,0,0
"chrV_pilon","g18037",0,0,0,0
"chrV_pilon","g18038",11,16,12,4
"chrV_pilon","g18039",3,1,0,2
"chrV_pilon","g18040",2,3,2,2
"chrV_pilon","g18041",40,68,48,25
"chrV_pilon","g18042",143,189,100,101
"chrV_pilon","g18043",56,62,36,43
"chrV_pilon","g18044",2,3,1,1
"chrV_pilon","g18045",4,5,8,8
"chrV_pilon","g18046",0,1,2,1
"chrV_pilon","g18047",4,1,9,5
"chrV_pilon","g18048",2,5,0,4
"chrV_pilon","g18049",7,16,26,24
"chrV_pilon","g18050",0,1,1,0
"chrV_pilon","g18051",120,140,74,99
"chrV_pilon","g18052",641,604,491,636
"chrV_pilon","g18053",577,553,343,368
"chrV_pilon","g18054",3273,3396,2011,2005
"chrV_pilon","g18055",153,156,106,144
"chrV_pilon","g18056",20,32,41,89
"chrV_pilon","g18057",14,6,5,3
"chrV_pilon","g18058",0,0,0,0
"chrV_pilon","g18059",0,2,1,5
"chrV_pilon","g18060",0,0,0,0
"chrV_pilon","g18061",2,0,0,0
"chrV_pilon","g18062",1,5,1,2
"chrV_pilon","g18063",0,0,0,0
"chrV_pilon","g18064",3,1,7,2
"chrV_pilon","g18065",0,3,1,8
"chrV_pilon","g18066",0,1,1,2
"chrV_pilon","g18067",0,0,0,0
"chrV_pilon","g18068",3,4,3,5
"chrV_pilon","g18069",1,2,1,0
"chrV_pilon","g18070",1,0,0,1
"chrV_pilon","g18071",0,0,2,4
"chrV_pilon","g18072",0,1,0,0
"chrV_pilon","g18073",19,15,15,22
"chrV_pilon","g18074",0,0,0,0
"chrV_pilon","g18075",1,0,2,0
"chrV_pilon","g18076",1,0,0,2
"chrV_pilon","g18077",246,245,192,261
"chrV_pilon","g18078",75,69,48,70
"chrV_pilon","g18079",3,6,2,4
"chrV_pilon","g18080",1,0,1,1
"chrV_pilon","g18081",6,5,3,0
"chrV_pilon","g18082",0,2,2,2
"chrV_pilon","g18083",15,11,4,12
"chrV_pilon","g18084",3,8,7,10
"chrV_pilon","g18085",1,2,0,2
"chrV_pilon","g18086",1,0,1,0
"chrV_pilon","g18087",15,18,13,17
"chrV_pilon","g18088",3,16,5,9
"chrV_pilon","g18089",5045,6125,3415,3808
"chrV_pilon","g18090",3,8,3,12
"chrV_pilon","g18091",0,0,0,0
"chrV_pilon","g18092",0,0,0,0
"chrV_pilon","g18093",429,370,259,198
"chrV_pilon","g18094",1447,845,1004,526
"chrV_pilon","g18095",0,1,0,1
"chrV_pilon","g18096",0,0,0,0
"chrV_pilon","g18097",0,1,0,3
"chrV_pilon","g18098",0,0,0,3
"chrV_pilon","g18099",0,0,0,0
"chrV_pilon","g18100",0,0,0,2
"chrV_pilon","g18101",4,16,7,12
"chrV_pilon","g18102",0,0,0,0
"chrV_pilon","g18103",1,3,0,1
"chrV_pilon","g18104",13,9,11,11
"chrV_pilon","g18105",0,0,0,0
"chrV_pilon","g18106",0,0,0,0
"chrV_pilon","g18107",5,8,5,16
"chrV_pilon","g18108",0,0,1,0
"chrV_pilon","g18109",8,12,3,16
"chrV_pilon","g18110",4,2,1,4
"chrV_pilon","g18111",0,0,0,0
"chrV_pilon","g18112",7,3,3,10
"chrV_pilon","g18113",3,3,0,0
"chrV_pilon","g18114",22,45,4,17
"chrV_pilon","g18115",1,0,0,0
"chrV_pilon","g18116",0,0,0,1
"chrV_pilon","g18117",0,0,0,0
"chrV_pilon","g18118",0,0,0,0
"chrV_pilon","g18119",0,0,0,0
"chrV_pilon","g18120",0,0,0,0
"chrV_pilon","g18121",0,0,0,1
"chrV_pilon","g18122",0,0,0,1
"chrV_pilon","g18123",249,268,178,183
"chrV_pilon","g18124",0,0,0,0
"chrV_pilon","g18125",0,0,0,0
"chrV_pilon","g18126",0,0,0,0
"chrV_pilon","g18127",0,0,0,0
"chrV_pilon","g18128",0,0,0,1
"chrV_pilon","g18129",0,0,0,0
"chrV_pilon","g18130",0,0,0,0
"chrV_pilon","g18131",1,2,1,8
"chrV_pilon","g18132",0,0,0,0
"chrV_pilon","g18133",0,0,0,0
"chrV_pilon","g18134",0,0,0,1
"chrV_pilon","g18135",0,0,0,0
"chrV_pilon","g18136",0,0,0,0
"chrV_pilon","g18137",0,0,0,0
"chrV_pilon","g18138",0,0,0,0
"chrV_pilon","g18139",0,0,0,0
"chrV_pilon","g18140",0,0,0,0
"chrV_pilon","g18141",0,0,0,0
"chrV_pilon","g18142",1,0,0,0
"chrV_pilon","g18143",0,1,0,2
"chrV_pilon","g18144",2,1,1,0
"chrV_pilon","g18145",73,60,46,53
"chrV_pilon","g18146",181,193,121,114
"chrV_pilon","g18147",62,154,70,429
"chrV_pilon","g18148",0,0,0,0
"chrV_pilon","g18149",6,5,1,9
"chrV_pilon","g18150",233,246,161,195
"chrV_pilon","g18151",31,25,24,76
"chrV_pilon","g18152",1,1,0,2
"chrV_pilon","g18153",349,360,240,295
"chrV_pilon","g18154",0,1,0,3
"chrV_pilon","g18155",84,73,103,119
"chrV_pilon","g18156",74,85,65,84
"chrV_pilon","g18157",56,37,20,36
"chrV_pilon","g18158",267,268,234,254
"chrV_pilon","g18159",253,247,165,217
"chrV_pilon","g18160",1,0,0,1
"chrV_pilon","g18161",1,0,0,0
"chrV_pilon","g18162",43,51,50,99
"chrV_pilon","g18163",28,13,13,31
"chrV_pilon","g18164",12,14,18,16
"chrV_pilon","g18165",2,1,2,1
"chrV_pilon","g18166",509,479,477,643
"chrV_pilon","g18167",12,32,11,30
"chrV_pilon","g18168",24,22,19,19
"chrV_pilon","g18169",0,0,0,0
"chrV_pilon","g18170",0,0,0,0
"chrV_pilon","g18171",0,0,0,0
"chrV_pilon","g18172",0,3,0,1
"chrV_pilon","g18173",0,1,0,0
"chrV_pilon","g18174",2,1,5,4
"chrV_pilon","g18175",48,50,35,62
"chrV_pilon","g18176",6,7,7,5
"chrV_pilon","g18177",1,4,3,1
"chrV_pilon","g18178",69,108,87,129
"chrV_pilon","g18179",419,481,304,401
"chrV_pilon","g18180",89,106,47,63
"chrV_pilon","g18181",129,142,98,105
"chrV_pilon","g18182",393,437,254,322
"chrV_pilon","g18183",1346,1560,1034,1182
"chrV_pilon","g18184",14,20,16,33
"chrV_pilon","g18185",166,228,106,96
"chrV_pilon","g18186",9,27,13,71
"chrV_pilon","g18187",5,3,1,3
"chrV_pilon","g18188",6,8,4,7
"chrV_pilon","g18189",36,51,34,102
"chrV_pilon","g18190",15,13,4,4
"chrV_pilon","g18191",33,33,31,50
"chrV_pilon","g18192",1,1,0,0
"chrV_pilon","g18193",20,14,16,26
"chrX_pilon","g18194",0,0,0,0
"chrX_pilon","g18195",0,0,0,0
"chrX_pilon","g18196",6,1,3,0
"chrX_pilon","g18197",4,5,0,6
"chrX_pilon","g18198",4,10,11,6
"chrX_pilon","g18199",188,167,138,172
"chrX_pilon","g18200",1,9,4,5
"chrX_pilon","g18201",0,0,0,0
"chrX_pilon","g18202",12,23,13,18
"chrX_pilon","g18203",0,0,2,0
"chrX_pilon","g18204",0,0,0,0
"chrX_pilon","g18205",5,6,8,11
"chrX_pilon","g18206",76,61,42,48
"chrX_pilon","g18207",0,0,0,0
"chrX_pilon","g18208",0,0,0,0
"chrX_pilon","g18209",0,0,0,1
"chrX_pilon","g18210",0,0,0,0
"chrX_pilon","g18211",0,1,0,0
"chrX_pilon","g18212",0,0,0,0
"chrX_pilon","g18213",0,0,0,0
"chrX_pilon","g18214",0,2,0,1
"chrX_pilon","g18215",0,0,0,0
"chrX_pilon","g18216",0,0,0,0
"chrX_pilon","g18217",0,0,0,0
"chrX_pilon","g18218",0,0,0,0
"chrX_pilon","g18219",0,0,0,0
"chrX_pilon","g18220",0,0,0,0
"chrX_pilon","g18221",0,0,0,0
"chrX_pilon","g18222",0,0,0,0
"chrX_pilon","g18223",52,59,41,63
"chrX_pilon","g18224",18,13,15,13
"chrX_pilon","g18225",10,11,8,17
"chrX_pilon","g18226",4,6,5,7
"chrX_pilon","g18227",0,0,0,0
"chrX_pilon","g18228",4,3,5,5
"chrX_pilon","g18229",6,10,7,12
"chrX_pilon","g18230",29,45,24,32
"chrX_pilon","g18231",15,31,36,32
"chrX_pilon","g18232",0,4,1,0
"chrX_pilon","g18233",1,0,1,1
"chrX_pilon","g18234",0,2,1,1
"chrX_pilon","g18235",1,3,0,1
"chrX_pilon","g18236",0,0,0,0
"chrX_pilon","g18237",0,0,0,0
"chrX_pilon","g18238",0,0,0,0
"chrX_pilon","g18239",0,1,0,0
"chrX_pilon","g18240",0,0,0,0
"chrX_pilon","g18241",0,0,0,0
"chrX_pilon","g18242",0,0,0,0
"chrX_pilon","g18243",1,0,0,0
"chrX_pilon","g18244",0,0,0,0
"chrX_pilon","g18245",0,0,0,0
"chrX_pilon","g18246",0,0,0,0
"chrX_pilon","g18247",0,1,0,0
"chrX_pilon","g18248",0,0,0,0
"chrX_pilon","g18249",0,0,0,0
"chrX_pilon","g18250",0,0,0,0
"chrX_pilon","g18251",1,6,1,13
"chrX_pilon","g18252",138,120,91,114
"chrX_pilon","g18253",1,2,3,4
"chrX_pilon","g18254",4,4,1,3
"chrX_pilon","g18255",0,0,0,0
"chrX_pilon","g18256",56,77,73,91
"chrX_pilon","g18257",23,19,15,21
"chrX_pilon","g18258",48,55,26,48
"chrX_pilon","g18259",0,0,0,0
"chrX_pilon","g18260",1,0,0,0
"chrX_pilon","g18261",0,0,0,0
"chrX_pilon","g18262",302,302,246,336
"chrX_pilon","g18263",14,10,6,11
"chrX_pilon","g18264",87,79,73,106
"chrX_pilon","g18265",63,79,41,50
"chrX_pilon","g18266",6,4,1,1
"chrX_pilon","g18267",35,15,14,14
"chrX_pilon","g18268",2,1,4,3
"chrX_pilon","g18269",0,0,0,0
"chrX_pilon","g18270",0,0,0,0
"chrX_pilon","g18271",87,45,47,32
"chrX_pilon","g18272",3368,696,2377,639
"chrX_pilon","g18273",11,3,6,8
"chrX_pilon","g18274",42,63,41,64
"chrX_pilon","g18275",0,0,0,1
"chrX_pilon","g18276",3,11,3,23
"chrX_pilon","g18277",78,73,60,100
"chrX_pilon","g18278",11,7,3,8
"chrX_pilon","g18279",3,2,4,6
"chrX_pilon","g18280",0,2,1,0
"chrX_pilon","g18281",20,10,12,15
"chrX_pilon","g18282",45,33,32,25
"chrX_pilon","g18283",4,2,1,9
"chrX_pilon","g18284",0,0,0,0
"chrX_pilon","g18285",0,0,0,0
"chrX_pilon","g18286",0,0,0,0
"chrX_pilon","g18287",91,38,35,50
"chrX_pilon","g18288",0,2,0,3
"chrX_pilon","g18289",46,54,52,46
"chrX_pilon","g18290",0,0,1,2
"chrX_pilon","g18291",0,0,0,0
"chrX_pilon","g18292",0,0,0,0
"chrX_pilon","g18293",0,0,0,0
"chrX_pilon","g18294",3,4,6,12
"chrX_pilon","g18295",2,0,0,2
"chrX_pilon","g18296",0,0,0,0
"chrX_pilon","g18297",2,12,1,7
"chrX_pilon","g18298",49,37,42,46
"chrX_pilon","g18299",131,133,143,169
"chrX_pilon","g18300",97,86,100,167
"chrX_pilon","g18301",1,1,0,2
"chrX_pilon","g18302",12,17,9,14
"chrX_pilon","g18303",24,13,13,22
"chrX_pilon","g18304",28,23,20,59
"chrX_pilon","g18305",1,0,1,1
